customerID,tenure,MonthlyCharges,TotalCharges,tenure_group,monthly_charge_group,gender_Male,SeniorCitizen_1,Partner_True,Dependents_True,PhoneService_True,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_True,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_True
2804-ETQDK,0.9154929577464789,0.02288557213930348,0.15443111008539118,Lama,Rendah,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
6689-VRRTK,0.6056338028169015,0.9109452736318407,0.5586833602584814,Menengah,Tinggi,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
7138-GIRSH,0.6901408450704226,0.5099502487562189,0.3922686360489268,Lama,Sedang,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
9396-ZSFLL,0.19718309859154928,0.3044776119402985,0.07069005308100623,Menengah,Sedang,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6464-KEXXH,0.09859154929577466,0.06965174129353235,0.0193284098776829,Baru,Rendah,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
7134-MJPDY,0.9154929577464789,0.8417910447761193,0.8029021463189476,Lama,Tinggi,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False
5240-CAOYT,0.7887323943661972,0.68955223880597,0.5615105008077544,Lama,Tinggi,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
4059-IIEBK,0.08450704225352114,0.6,0.05817562889453036,Baru,Sedang,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4881-JVQOD,0.1267605633802817,0.16218905472636813,0.03967228248326795,Baru,Rendah,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0516-UXRMT,0.8591549295774649,0.7343283582089551,0.6620124624971152,Lama,Tinggi,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
4851-BQDNX,0.5492957746478874,0.6646766169154228,0.38505077313639513,Menengah,Tinggi,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
5148-HKFIR,0.26760563380281693,0.014427860696517386,0.04478998384491115,Menengah,Rendah,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
1009-IRMNA,0.08450704225352114,0.01741293532338306,0.013708746826678973,Baru,Rendah,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
3003-CMDUU,0.33802816901408456,0.7651741293532338,0.2742787906762058,Menengah,Tinggi,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
5016-IBERQ,0.3098591549295775,0.6567164179104478,0.22493653357950613,Menengah,Tinggi,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
6797-UCJHZ,0.9154929577464789,0.8592039800995025,0.7847507500576968,Lama,Tinggi,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False
2469-DTSGX,1.0,0.9293532338308458,0.9144530348488346,Lama,Tinggi,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
4554-YGZIH,0.676056338028169,0.7144278606965173,0.5225536579736902,Lama,Tinggi,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
5099-BAILX,0.5915492957746479,0.9203980099502488,0.5387837525963535,Menengah,Tinggi,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
9931-KGHOA,0.6338028169014085,0.3656716417910447,0.2833083314101084,Menengah,Sedang,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1775-KWJKQ,1.0,0.7124378109452736,0.7551465497345949,Lama,Tinggi,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
7665-VIGUD,0.1267605633802817,0.020895522388059695,0.018174474959612278,Baru,Rendah,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
9411-TPQQV,0.5492957746478874,0.3611940298507462,0.2558735287329794,Menengah,Sedang,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False
7207-RMRDB,0.9014084507042254,0.8681592039800995,0.8039291483960305,Lama,Tinggi,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
7954-MLBUN,0.4225352112676057,0.8079601990049752,0.3566928225248096,Menengah,Tinggi,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
2077-DDHJK,0.943661971830986,0.5238805970149254,0.5645684283406416,Lama,Sedang,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
4913-EHYUI,0.7746478873239437,0.8587064676616915,0.6664954996538195,Lama,Tinggi,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True
0195-IESCP,0.1267605633802817,0.6666666666666666,0.09652665589660743,Baru,Tinggi,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
9574-BOSMD,0.943661971830986,0.07114427860696515,0.18479113777982922,Lama,Rendah,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
4580-TMHJU,0.5915492957746479,0.3771144278606965,0.2862335564274175,Menengah,Sedang,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0970-ETWGE,0.0,0.7094527363184079,0.008164089545349643,Baru,Tinggi,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
4908-XAXAY,0.676056338028169,0.7124378109452736,0.4925455804292638,Lama,Tinggi,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
8404-VLQFB,0.19718309859154928,0.06965174129353235,0.043393722594045704,Menengah,Rendah,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
1626-ERCMM,0.26760563380281693,0.7592039800995024,0.21703784906531273,Menengah,Tinggi,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
0887-HJGAR,0.0,0.27313432835820894,0.0031040849296099706,Baru,Sedang,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
2391-IPLOP,0.6901408450704226,0.5114427860696518,0.39503231017770596,Lama,Sedang,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
5644-PDMZC,0.014084507042253521,0.708955223880597,0.01646665128086776,Baru,Tinggi,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
3509-GWQGF,0.323943661971831,0.5149253731343283,0.197761366258943,Menengah,Sedang,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9576-ANLXO,0.02816901408450704,0.5104477611940298,0.023482575582737135,Baru,Sedang,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2024-BASKD,0.0,0.5606965174129352,0.006438956842834063,Baru,Sedang,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True
5845-BZZIB,0.47887323943661975,0.01840796019900498,0.07344795753519502,Menengah,Rendah,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
1140-UKVZG,0.22535211267605634,0.06517412935323383,0.05267135933533349,Menengah,Rendah,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
4160-AMJTL,0.09859154929577466,0.013930348258706454,0.016789753057927535,Baru,Rendah,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
5183-SNMJQ,0.1267605633802817,0.7646766169154228,0.09765751211631665,Baru,Tinggi,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False
8100-PNJMH,0.943661971830986,0.7024875621890546,0.7055042695591969,Lama,Tinggi,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
7838-LAZFO,0.619718309859155,0.6024875621890546,0.41295868912993305,Menengah,Sedang,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False
4464-JCOLN,0.014084507042253521,0.015920398009950265,0.001973228709900761,Baru,Rendah,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True
2085-JVGAD,0.5070422535211268,0.020895522388059695,0.0783348719132241,Menengah,Rendah,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
5650-VDUDS,0.04225352112676056,0.05970149253731341,0.008914147242095546,Baru,Rendah,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
8095-WANWK,0.1267605633802817,0.26865671641791045,0.04729979229171475,Baru,Sedang,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3030-ZKIWL,0.0,0.01791044776119402,0.0001442418647588273,Baru,Rendah,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
9565-FLVCG,0.9014084507042254,0.5104477611940298,0.5123874913454881,Lama,Sedang,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
8755-OGKNA,0.7887323943661972,0.01243781094527363,0.1325640433879529,Lama,Rendah,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
2800-VEQXM,0.02816901408450704,0.5621890547263682,0.025305792753288713,Baru,Sedang,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
7538-GWHML,0.014084507042253521,0.5114427860696518,0.014579967689822296,Baru,Sedang,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
5533-RJFTJ,0.676056338028169,0.11890547263681589,0.16550888529886915,Lama,Rendah,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
3859-CVCET,0.04225352112676056,0.27263681592039796,0.019876528963766446,Baru,Sedang,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
0214-JHPFW,0.971830985915493,0.3935323383084577,0.4639395338102931,Lama,Sedang,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
5642-MHDQT,0.7323943661971831,0.015920398009950265,0.11777636741287793,Lama,Rendah,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
3088-FVYWK,0.7323943661971831,0.072636815920398,0.1520078467574429,Lama,Rendah,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
3276-HDUEG,0.0,0.5651741293532337,0.0064908839141472425,Baru,Sedang,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
9092-GDZKO,0.295774647887324,0.06567164179104479,0.054765751211631665,Menengah,Rendah,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False
0823-HSCDJ,0.7183098591549296,0.30746268656716413,0.2921878606046619,Lama,Sedang,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
3729-OWRVL,0.9014084507042254,0.9164179104477611,0.8339891530117701,Lama,Tinggi,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
2324-AALNO,0.6619718309859155,0.06268656716417911,0.13675859681513963,Menengah,Rendah,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0822-GAVAP,0.014084507042253521,0.16368159203980104,0.005013847219016847,Baru,Rendah,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
5760-IFJOZ,0.02816901408450704,0.8925373134328359,0.034018001384721906,Baru,Tinggi,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
2826-UWHIS,0.619718309859155,0.6283582089552239,0.43353911839372256,Menengah,Tinggi,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1448-PWKYE,0.0,0.6144278606965173,0.0070620816985922,Baru,Sedang,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
7501-IWUNG,0.8450704225352113,0.5527363184079601,0.5304927302100162,Lama,Sedang,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
4957-TREIR,0.02816901408450704,0.4592039800995025,0.02040733902607893,Baru,Sedang,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
7251-LJBQN,0.5492957746478874,0.8507462686567163,0.481144703438726,Menengah,Tinggi,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False
8040-MNRTF,0.0,0.5258706467661691,0.006035079621509347,Baru,Sedang,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1536-HBSWP,0.0,0.31492537313432833,0.0035887375951996307,Baru,Sedang,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
5313-FPXWG,0.7042253521126761,0.06318407960199005,0.14396492037849068,Lama,Rendah,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0067-DKWBL,0.014084507042253521,0.30845771144278605,0.008342949457650586,Baru,Sedang,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0946-FKYTX,0.7183098591549296,0.11791044776119403,0.18516039695361183,Lama,Rendah,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
5076-YVXCM,0.7042253521126761,0.6482587064676617,0.476650126932841,Lama,Tinggi,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8262-COGGB,0.0,0.021890547263681587,0.00019039926148165225,Baru,Rendah,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
6663-JOCQO,0.4225352112676057,0.5671641791044776,0.26837064389568427,Menengah,Sedang,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
9620-QJREV,0.647887323943662,0.02288557213930348,0.11472997922917148,Menengah,Rendah,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
2276-YDAVZ,0.02816901408450704,0.5656716417910447,0.02906762058619894,Baru,Sedang,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
2682-KEVRP,0.295774647887324,0.01791044776119402,0.04594968843757213,Menengah,Rendah,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
2480-JZOSN,0.0,0.023880597014925342,0.00021347795984306452,Baru,Rendah,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
0078-XZMHT,1.0,0.6656716417910448,0.7266789753057927,Lama,Tinggi,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
5896-NPFWW,0.02816901408450704,0.31741293532338305,0.017234018001384722,Baru,Sedang,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
9978-HYCIN,0.647887323943662,0.663681592039801,0.46148742210939303,Menengah,Tinggi,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
8338-QIUNR,1.0,0.48009950248756217,0.5530579275328872,Lama,Sedang,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False
1525-LNLOJ,0.9154929577464789,0.44825870646766164,0.4812947149780752,Lama,Sedang,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
9450-TRJUU,0.47887323943661975,0.645771144278607,0.3265231940918532,Menengah,Tinggi,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1766-GKNMI,0.3943661971830986,0.6631840796019901,0.2881837064389568,Menengah,Tinggi,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
6942-LBFDP,0.014084507042253521,0.02288557213930348,0.0017078236787445187,Baru,Rendah,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
1456-TWCGB,0.04225352112676056,0.30845771144278605,0.021884375721209322,Baru,Sedang,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7133-VBDCG,0.33802816901408456,0.6129353233830845,0.2303888760673898,Menengah,Sedang,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
7596-ZYWBB,0.9014084507042254,0.4114427860696518,0.429379183014078,Lama,Sedang,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
8329-UTMVM,0.36619718309859156,0.8597014925373135,0.3398569120701592,Menengah,Tinggi,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False
3014-WJKSM,0.3943661971830986,0.5676616915422885,0.25901223171013155,Menengah,Sedang,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
3347-YJZZE,0.3943661971830986,0.6154228855721392,0.25305792753288714,Menengah,Tinggi,True,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1029-QFBEN,0.0,0.012935323383084563,8.654511885529664e-05,Baru,Rendah,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True
7929-DMBCV,0.26760563380281693,0.6243781094527363,0.19211862450957767,Menengah,Tinggi,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
9661-JALZV,0.8028169014084507,0.06417910447761191,0.17311331640895455,Lama,Rendah,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False
5433-KYGHE,0.18309859154929578,0.6741293532338308,0.13215439649203786,Menengah,Tinggi,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
4312-KFRXN,1.0,0.07114427860696515,0.19525732748672978,Lama,Rendah,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
5575-TPIZQ,0.6338028169014085,0.7054726368159204,0.4877394414954997,Menengah,Tinggi,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0114-IGABW,0.9859154929577465,0.3980099502487562,0.4762404800369259,Lama,Sedang,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
9944-AEXBM,0.4366197183098592,0.6706467661691543,0.30527348257558273,Menengah,Tinggi,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1853-ARAAQ,0.35211267605633806,0.31940298507462683,0.14524578813754904,Menengah,Sedang,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False
6952-OMNWB,0.943661971830986,0.617910447761194,0.6427994461112394,Lama,Tinggi,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
4697-LUPSU,0.014084507042253521,0.019402985074626844,0.0018405261943226399,Baru,Rendah,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
8434-VGEQQ,0.8450704225352113,0.02288557213930348,0.14852873297945998,Lama,Rendah,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
4952-YSOGZ,0.04225352112676056,0.6736318407960199,0.04183014078006001,Baru,Tinggi,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1589-AGTLK,0.02816901408450704,0.26965174129353237,0.014158781444726518,Baru,Sedang,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
5244-IRFIH,0.4507042253521127,0.7587064676616915,0.3561908608354489,Menengah,Tinggi,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
6549-YMFAW,0.11267605633802817,0.02985074626865672,0.021434341103161784,Baru,Rendah,True,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
4950-HKQTE,0.295774647887324,0.07960199004975121,0.06774751903992615,Menengah,Rendah,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
6786-OBWQR,0.056338028169014086,0.6228855721393034,0.03892222478652205,Baru,Tinggi,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
2684-EIWEO,0.4084507042253521,0.7308457711442786,0.3161031617816755,Menengah,Tinggi,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2753-JMMCV,0.9014084507042254,0.5567164179104478,0.552371336256635,Lama,Sedang,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False
6439-GTPCA,0.619718309859155,0.6865671641791045,0.4526771290099238,Menengah,Tinggi,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True
6621-YOBKI,0.056338028169014086,0.020895522388059695,0.00853334871913224,Baru,Rendah,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
1216-JWVUX,0.33802816901408456,0.5696517412935324,0.2171993999538426,Menengah,Sedang,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
7564-GHCVB,1.0,0.6049751243781094,0.6591160858527579,Lama,Sedang,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1173-NOEYG,0.36619718309859156,0.7154228855721393,0.2774751903992615,Menengah,Tinggi,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
7595-EHCDL,0.4366197183098592,0.3218905472636816,0.18862797138241405,Menengah,Sedang,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
6647-ZEDXT,0.4084507042253521,0.9174129353233832,0.38175051927071313,Menengah,Tinggi,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False
2521-NPUZR,0.971830985915493,0.8233830845771145,0.8154511885529656,Lama,Tinggi,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
1307-TVUFB,0.5774647887323944,0.607960199004975,0.3837179783060235,Menengah,Sedang,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
7503-MIOGA,1.0,0.7124378109452736,0.7706612047080545,Lama,Tinggi,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
4381-MHQDC,0.647887323943662,0.46517412935323377,0.3301523194091853,Menengah,Sedang,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
6923-JHPMP,0.014084507042253521,0.618905472636816,0.013651050080775443,Baru,Tinggi,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
5138-WVKYJ,0.1267605633802817,0.7990049751243781,0.11421070851603969,Baru,Tinggi,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
4018-PPNDW,0.8450704225352113,0.05820895522388059,0.17687514424186476,Lama,Rendah,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
1635-FJFCC,0.056338028169014086,0.2567164179104477,0.021157396722824833,Baru,Sedang,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2499-AJYUA,1.0,0.9208955223880596,0.9073909531502423,Lama,Tinggi,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
6919-ELBGL,1.0,0.9621890547263682,0.9436418186014308,Lama,Tinggi,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
